PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,REAGENT_ID,ENTREZ_GENE_ID,NCBI_GENE_SYMBOL,PLATE,WELL,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,CONTROL_Z_SCORE_BIN,DOX_AVERAGE_CTG_NORMALISED_TO_NT1_ROBUST_Z_SCORED,DOX_Z_SCORE_BIN,COMBINED_ZSCORE_BIN,CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,CONTROL_AVERAGE_CTG_NORMALISED_TO_MOCK,DOX_AVERAGE_CTG_NORMALISED_TO_NT1,DOX_AVERAGE_CTG_NORMALISED_TO_MOCK,FOLD_CHANGE_RATIO,FOLD_CHANGE_RATIO_Z_SCORE,SEED_CLUSTER_MIRNA_SHARING_SEED
RESULT_TYPE,,,,,,,STRING,TARGET_NCBI_GENE_ID,STRING,INTEGER,STRING,FLOAT,STRING,FLOAT,STRING,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,Dharmacon GE reagent id,NCBI Entrez Gene database id of intended siRNA target gene,Official symbol of target NCBI Gene Id,Plate number,Well location,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Control robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates. Average normalised control CTG values used to calculate robust Z-score.","Doxorubicin robust Z-score binning classification: LC (low cell count): value (2) -2, Hi (high cell count): value (3) 2, and NC (no change): 2 (3) value (3) -2",Combined (CONTROL_Z_SCORE_BIN and DOX_Z_SCORE_BIN) Z-score bins,"Control (siRNA alone) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Control (siRNA alone) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to NT1, then averaged the normalised values across the 2 replicates.","Doxorubicin treated (siRNA + Doxorubicin) CTG data for each replicate normalised to mock, then averaged the normalised values across the 2 replicates.",DOX_AVERAGE_CTG_NORMALISED_TO_NT1 / CONTROL_AVERAGE_CTG_NORMALISED_TO_NT1,Robust Z-score calculated on the FOLD_CHANGE_RATIO,Seed cluster analysis (using Dharmacon's seed clusterer tool) results. Enrichment score cut-off (3) 8.
8261,152300846,,Inactive,,,,M-057178-00,53877,Ear4,15037,P19,4.38,Hi,1.46,NC,Hi control,1.21,1.26,1.07,1.09,0.88,-1.12,
8262,152300847,,Inactive,,,,M-057321-00,233887,Zfp553,15053,J13,0.34,NC,0.45,NC,NC both,0.97,0.98,0.98,0.96,1.01,0.34,
8263,152300849,,Inactive,,,,M-063978-00,208366,Rpp40,15048,H19,-0.34,NC,-1.12,NC,NC both,0.93,0.94,0.84,0.78,0.9,-0.9,
8264,152300853,,Inactive,,,,M-043146-00,13194,Ddb1,15009,A14,-0.34,NC,2.59,Hi,Hi dox,0.93,0.97,1.17,1.12,1.26,3.15,
8265,152300854,,Inactive,,,,M-048192-00,21781,Tfdp1,15019,G15,0.84,NC,-0.11,NC,NC both,1,1.04,0.93,0.94,0.93,-0.56,
8266,152300856,,Inactive,,,,M-044993-02,13555,E2f1,15009,P13,1.01,NC,2.25,Hi,Hi dox,1.01,1.04,1.14,1.08,1.13,1.69,
8267,152300863,,Inactive,,,,M-042405-00,67838,Dnajb11,15037,G11,0.51,NC,0,NC,NC both,0.98,1.02,0.94,0.97,0.96,-0.22,
8268,152300866,,Inactive,,,,M-047195-00,22130,Ttf1,15019,P08,2.19,Hi,0.34,NC,Hi control,1.08,1.12,0.97,0.99,0.9,-0.9,
8269,152300871,,Inactive,,,,M-042552-00,319266,A130010J15Rik,15029,C19,1.18,NC,-0.56,NC,NC both,1.02,1.02,0.89,0.88,0.87,-1.24,
8270,152300874,,Inactive,,,,M-048341-00,170823,Glmn,15038,P16,1.69,NC,0.56,NC,NC both,1.05,1.04,0.99,0.98,0.94,-0.45,
8271,152300878,,Inactive,,,,M-042253-00,20343,Sell,15017,H10,1.01,NC,0,NC,NC both,1.01,1,0.94,0.92,0.93,-0.56,
8272,152300898,,Inactive,,,,M-045349-00,20599,Smr3a,15050,K21,0.84,NC,-0.45,NC,NC both,1,1.02,0.9,0.86,0.9,-0.9,
8273,152300899,,Inactive,,,,M-061533-00,258440,Olfr1317,15044,M05,-0.84,NC,-0.56,NC,NC both,0.9,0.93,0.89,0.9,0.99,0.11,
8274,152300911,,Inactive,,,,M-064481-00,76856,Catsper3,15034,I06,-0.67,NC,-1.35,NC,NC both,0.91,0.91,0.82,0.8,0.9,-0.9,
8275,152300912,,Inactive,,,,M-042224-00,20084,Rps18,15048,J17,-4.22,LC,-4.72,LC,LC both,0.7,0.7,0.52,0.48,0.74,-2.7,
8276,152300916,,Inactive,,,,M-058604-01,11910,Atf3,15006,P20,2.7,Hi,3.15,Hi,Hi both,1.11,1.11,1.22,1.15,1.1,1.35,
8277,152300928,,Inactive,,,,M-053197-00,320600,A930104D05Rik,15029,J10,1.85,NC,0.67,NC,NC both,1.06,1.06,1,1,0.94,-0.45,
8278,152300929,,Inactive,,,,M-040152-00,20872,Stk16,15003,A17,-0.17,NC,1.01,NC,NC both,0.94,0.96,1.03,1.04,1.1,1.35,
8279,152300930,,Inactive,,,,M-046017-00,20018,Polr1d,15048,H09,-0.51,NC,0.22,NC,NC both,0.92,0.92,0.96,0.88,1.04,0.67,
8280,152300935,,Inactive,,,,M-056489-00,330369,Fbxo41,15036,K22,1.52,NC,0.67,NC,NC both,1.04,1.06,1,0.96,0.96,-0.22,
8281,152300936,,Inactive,,,,M-041078-00,18707,Pik3cd,15015,H14,-0.17,NC,-1.12,NC,NC both,0.94,0.95,0.84,0.88,0.89,-1.01,
8282,152300938,,Inactive,,,,M-064342-00,108958,Fam73b,15027,B03,1.85,NC,0,NC,NC both,1.06,1.04,0.94,0.88,0.89,-1.01,
8283,152300942,,Inactive,,,,M-047307-00,18516,Pbx3,15015,K14,-0.51,NC,0.67,NC,NC both,0.92,0.94,1,1.05,1.09,1.24,
8284,152300944,,Active,,,,M-053619-00,192161,Pcdha9,15046,F05,-0.51,NC,-2.36,LC,LC dox,0.92,0.94,0.73,0.72,0.79,-2.14,
8285,152300949,,Inactive,,,,M-043446-00,14268,Fn1,15010,L08,0.34,NC,-0.67,NC,NC both,0.97,0.96,0.88,0.88,0.91,-0.79,
8286,152300952,,Inactive,,,,M-057879-00,218581,Depdc1b,15031,N11,-0.51,NC,-1.24,NC,NC both,0.92,0.94,0.83,0.8,0.9,-0.9,
8287,152300953,,Inactive,,,,M-047586-00,67498,Kcnv1,15013,E14,0.51,NC,1.24,NC,NC both,0.98,0.98,1.05,1.06,1.07,1.01,
8288,152300963,,Inactive,,,,M-058698-00,14368,Fzd6,15003,J21,0.51,NC,0.34,NC,NC both,0.98,1,0.97,0.97,0.99,0.11,
8289,152300965,,Inactive,,,,M-061818-00,258342,Olfr1491,15044,B09,-0.51,NC,0.34,NC,NC both,0.92,0.96,0.97,0.98,1.05,0.79,
8290,152300975,,Inactive,,,,M-060380-00,18436,P2rx1,15015,C10,-0.34,NC,0.22,NC,NC both,0.93,0.94,0.96,1.01,1.03,0.56,
8291,152300976,,Inactive,,,,M-048594-00,21420,Tfap2c,15019,P17,1.85,NC,1.57,NC,NC both,1.06,1.09,1.08,1.1,1.02,0.45,
8292,152300978,,Inactive,,,,M-052534-00,171266,V1rg10,15052,N03,1.18,NC,1.24,NC,NC both,1.02,1.03,1.05,0.98,1.03,0.56,
8293,152300987,,Inactive,,,,M-048919-00,12372,Casq1,15007,P13,2.19,Hi,0.79,NC,Hi control,1.08,1.09,1.01,0.96,0.94,-0.45,
8294,152300991,,Inactive,,,,M-043811-00,22158,Tulp3,15052,I17,0,NC,-0.79,NC,NC both,0.95,0.96,0.87,0.82,0.92,-0.67,
8295,152300996,,Inactive,,,,M-052229-00,106582,Nrm,15043,O05,0.84,NC,1.12,NC,NC both,1,0.98,1.04,0.97,1.04,0.67,
8296,152301002,,Inactive,,,,M-051543-00,66609,Cryzl1,15008,N20,-0.17,NC,-1.24,NC,NC both,0.94,0.98,0.83,0.84,0.88,-1.12,
8297,152301011,,Inactive,,,,M-041576-00,170771,Khdrbs2,15040,J11,-0.84,NC,-1.35,NC,NC both,0.9,0.92,0.82,0.84,0.91,-0.79,
8298,152301012,,Inactive,,,,M-045841-00,14735,Gpc4,15039,M09,-0.51,NC,0.67,NC,NC both,0.92,0.94,1,0.98,1.09,1.24,
8299,152301013,,Inactive,,,,M-058601-00,11861,Arl4a,15006,L19,0,NC,-0.67,NC,NC both,0.95,0.94,0.88,0.82,0.93,-0.56,
8300,152301022,,Inactive,,,,M-045488-00,66910,Tmem107,15021,E20,1.52,NC,0,NC,NC both,1.04,1.02,0.94,0.88,0.9,-0.9,
8301,152301023,,Active,,,,M-046094-00,83397,Akap12,15006,I05,0.51,NC,-2.7,LC,LC dox,0.98,0.98,0.7,0.66,0.71,-3.04,
8302,152301031,,Inactive,,,,M-042902-00,11946,Atp5a1,15031,K04,-1.35,NC,0,NC,NC both,0.87,0.88,0.94,0.92,1.08,1.12,
8303,152301038,,Inactive,,,,M-057918-00,233115,Dpy19l3,15028,F11,0.17,NC,-0.67,NC,NC both,0.96,0.93,0.88,0.82,0.92,-0.67,
8304,152301047,,Inactive,,,,M-055490-00,71801,Plekhf2,15047,I07,0,NC,-1.8,NC,NC both,0.95,0.94,0.78,0.72,0.82,-1.8,
8305,152301048,,Inactive,,,,M-041002-00,16331,Inpp5d,15012,N18,0.84,NC,0.45,NC,NC both,1,1.04,0.98,0.94,0.98,0,
8306,152301050,,Inactive,,,,M-042283-00,12165,Gdf2,15011,I04,-1.52,NC,-1.8,NC,NC both,0.86,0.9,0.78,0.78,0.91,-0.79,
8307,152301059,,Active,,,,M-047874-00,67884,1810043G02Rik,15023,E13,0.84,NC,-2.47,LC,LC dox,1,1,0.72,0.68,0.72,-2.92,
8308,152301060,,Inactive,,,,M-061679-00,258388,Olfr1279,15044,G09,-1.18,NC,-0.11,NC,NC both,0.88,0.91,0.93,0.94,1.06,0.9,
8309,152301061,,Inactive,,,,M-062100-00,14163,Fgd1,15010,F05,0.51,NC,-0.45,NC,NC both,0.98,0.98,0.9,0.91,0.92,-0.67,
8310,152301079,,Inactive,,,,M-057991-00,270624,Spin4,15028,H08,0.34,NC,-0.79,NC,NC both,0.97,0.95,0.87,0.81,0.9,-0.9,
8311,152301087,,Inactive,,,,M-054598-00,213765,BC125332,15043,G18,-1.52,NC,-0.45,NC,NC both,0.86,0.84,0.9,0.84,1.05,0.79,
8312,152301088,,Inactive,,,,M-057176-00,330914,Arhgap32,15011,F21,0.17,NC,-0.22,NC,NC both,0.96,1.02,0.92,0.91,0.96,-0.22,
8313,152301092,,Inactive,,,,M-048379-00,66523,2810004N23Rik,15024,H04,-0.17,NC,-0.22,NC,NC both,0.94,1,0.92,0.97,0.98,0,
8314,152301108,,Inactive,,,,M-046847-00,67264,Ndufb8,15042,J12,-3.54,LC,-2.02,LC,LC both,0.74,0.72,0.76,0.74,1.03,0.56,
8315,152301114,,Inactive,,,,M-055167-00,231713,Naa25,15033,J08,-2.19,LC,-0.11,NC,LC control,0.82,0.82,0.93,0.9,1.13,1.69,
8316,152301119,,Inactive,,,,M-065321-00,214669,L3mbtl2,15040,J16,0.51,NC,-1.57,NC,NC both,0.98,1,0.8,0.82,0.82,-1.8,
8317,152301132,,Inactive,,,,M-057642-00,14211,Smc2,15050,I17,0.17,NC,0.34,NC,NC both,0.96,0.98,0.97,0.93,1.01,0.34,
8318,152301140,,Inactive,,,,M-043486-00,19739,Rgs9,15004,F17,-0.84,NC,0,NC,NC both,0.9,0.92,0.94,0.9,1.04,0.67,
8319,152301142,,Inactive,,,,M-046970-00,17181,Matn2,15041,J09,0.17,NC,-0.45,NC,NC both,0.96,0.96,0.9,0.84,0.94,-0.45,
8320,152301149,,Inactive,,,,M-040952-00,23900,Hcst,15011,H18,-1.52,NC,0.45,NC,NC both,0.86,0.9,0.98,0.97,1.14,1.8,
8321,152301151,,Inactive,,,,M-064664-00,18313,Olfr16,15044,H03,-0.84,NC,0.34,NC,NC both,0.9,0.94,0.97,0.98,1.08,1.12,
8322,152301162,,Inactive,,,,M-043836-00,27361,Msrb1,15049,I11,0.84,NC,0.45,NC,NC both,1,1.03,0.98,0.94,0.98,0,
8323,152301170,,Inactive,,,,M-061926-00,258295,Olfr746,15045,N09,0.84,NC,-1.12,NC,NC both,1,1.02,0.84,0.82,0.84,-1.57,
8324,152301171,,Inactive,,,,M-055545-00,67306,Zc2hc1a,15025,K14,1.85,NC,0,NC,NC both,1.06,1.09,0.94,0.93,0.89,-1.01,
8325,152301175,,Inactive,,,,M-046223-00,13612,Edil3,15010,F07,0.67,NC,-0.56,NC,NC both,0.99,0.98,0.89,0.9,0.9,-0.9,
8326,152301178,,Inactive,,,,M-052401-00,244071,Agbl1,15036,O21,1.52,NC,1.91,NC,NC both,1.04,1.06,1.11,1.06,1.07,1.01,
8327,152301179,,Inactive,,,,M-064676-00,100042493,CCL21A,15034,K18,-0.67,NC,-0.79,NC,NC both,0.91,0.9,0.87,0.84,0.96,-0.22,
8328,152301193,,Inactive,,,,M-062994-00,70808,4632415L05Rik,15025,J05,0.17,NC,0.34,NC,NC both,0.96,0.98,0.97,0.96,1.01,0.34,
8329,152301200,,Inactive,,,,M-049535-00,67681,Mrpl18,15042,O13,-2.53,LC,-0.11,NC,LC control,0.8,0.77,0.93,0.9,1.16,2.02,
8330,152301201,,Inactive,,,,M-062249-00,17836,Mug1,15042,F03,0.51,NC,-0.9,NC,NC both,0.98,0.94,0.86,0.84,0.88,-1.12,
8331,152301204,,Inactive,,,,M-044182-00,21388,Tbx5,15019,L11,0.17,NC,-0.79,NC,NC both,0.96,1,0.87,0.88,0.91,-0.79,
8332,152301206,,Inactive,,,,M-042201-00,76779,Cluap1,15024,O10,1.01,NC,1.12,NC,NC both,1.01,1.06,1.04,1.09,1.03,0.56,
8333,152301207,,Inactive,,,,M-059668-00,83997,Slmap,15050,I05,-1.18,NC,-1.12,NC,NC both,0.88,0.9,0.84,0.8,0.95,-0.34,
8334,152301208,,Active,,,,M-060672-00,53624,Cldn7,15034,F18,-1.52,NC,-2.25,LC,LC dox,0.86,0.86,0.74,0.72,0.86,-1.35,
8335,152301219,,Inactive,,,,M-041089-00,14357,Dtx1,15009,J09,0,NC,0.45,NC,NC both,0.95,0.98,0.98,0.92,1.03,0.56,
8336,152301223,,Inactive,,,,M-046914-00,15468,Prmt2,15012,I18,-0.17,NC,0.22,NC,NC both,0.94,0.98,0.96,0.92,1.02,0.45,
8337,152301232,,Inactive,,,,M-047728-00,52323,Klhl7,15040,N15,1.01,NC,-0.67,NC,NC both,1.01,1.03,0.88,0.9,0.87,-1.24,
8338,152301237,,Inactive,,,,M-057420-00,240641,Kif20b,15014,A09,1.01,NC,2.25,Hi,Hi dox,1.01,1.02,1.14,1.1,1.13,1.69,
8339,152301239,,Inactive,,,,M-062143-00,20926,Supt6,15018,N21,0.51,NC,-0.34,NC,NC both,0.98,1.01,0.91,0.94,0.93,-0.56,
8340,152301250,,Inactive,,,,M-059561-00,67608,Narf,15025,D11,1.18,NC,0.22,NC,NC both,1.02,1.05,0.96,0.94,0.94,-0.45,
8341,152301253,,Inactive,,,,M-065106-00,15401,Hoxa4,15012,A22,-0.51,NC,1.35,NC,NC both,0.92,0.96,1.06,1.02,1.15,1.91,
8342,152301257,,Inactive,,,,M-040101-00,26403,Map3k11,15002,K09,-0.67,NC,0,NC,NC both,0.91,0.9,0.94,0.89,1.03,0.56,
8343,152301258,,Inactive,,,,M-043498-00,11643,Akap4,15001,M21,-0.34,NC,0.9,NC,NC both,0.93,0.97,1.02,1.02,1.1,1.35,
8344,152301261,,Inactive,,,,M-046244-00,15377,Foxa3,15010,N12,0.51,NC,-0.34,NC,NC both,0.98,0.98,0.91,0.92,0.93,-0.56,
8345,152301265,,Inactive,,,,M-053383-00,194219,Slfnl1,15026,L18,0.67,NC,0.67,NC,NC both,0.99,0.97,1,0.98,1.01,0.34,
8346,152301267,,Inactive,,,,M-046979-00,100043034,REX2,15048,I21,0.51,NC,1.24,NC,NC both,0.98,0.98,1.05,0.97,1.07,1.01,
8347,152301272,,Inactive,,,,M-043584-00,15139,Hc,15004,C03,0.67,NC,0.45,NC,NC both,0.99,1.01,0.98,0.95,0.99,0.11,
8348,152301311,,Inactive,,,,M-040213-00,226849,Ppp2r5a,15016,K17,0.84,NC,0.45,NC,NC both,1,1.01,0.98,0.96,0.98,0,
8349,152301314,,Inactive,,,,M-044898-00,20425,Shmt1,15018,I17,0,NC,0,NC,NC both,0.95,0.98,0.94,0.98,0.99,0.11,
8350,152301318,,Inactive,,,,M-040796-00,16151,Ikbkg,15012,N07,0.51,NC,1.35,NC,NC both,0.98,1.02,1.06,1.02,1.08,1.12,
8351,152301320,,Inactive,,,,M-051579-00,30931,Tor1a,15009,N07,0.17,NC,-0.9,NC,NC both,0.96,0.98,0.86,0.82,0.9,-0.9,
8352,152301322,,Inactive,,,,M-058257-00,75410,Wbp7,15005,E03,-0.17,NC,0.56,NC,NC both,0.94,0.96,0.99,0.95,1.05,0.79,
8353,152301335,,Inactive,,,,M-044372-00,14293,Fpr1,15003,H19,-1.01,NC,-0.9,NC,NC both,0.89,0.9,0.86,0.88,0.97,-0.11,
8354,152301336,,Inactive,,,,M-046855-00,68527,Ucma,15021,O18,-0.17,NC,0.9,NC,NC both,0.94,0.92,1.02,0.96,1.09,1.24,
8355,152301338,,Active,,,,M-048824-00,70950,Ccdc178,15026,C07,-1.52,NC,-3.37,LC,LC dox,0.86,0.84,0.64,0.62,0.74,-2.7,
8356,152301350,,Inactive,,,,M-051937-00,229524,Msto1,15032,E12,-0.51,NC,-0.56,NC,NC both,0.92,0.95,0.89,0.86,0.97,-0.11,
8357,152301353,,Inactive,,,,M-064665-00,12655,Chi3l3,15034,L15,-0.17,NC,-0.56,NC,NC both,0.94,0.93,0.89,0.88,0.95,-0.34,
8358,152301368,,Inactive,,,,M-041852-00,74569,Ttc17,15028,G14,-2.53,LC,-1.8,NC,LC control,0.8,0.8,0.78,0.73,0.98,0,
8359,152301372,,Inactive,,,,M-046592-00,16161,Il12rb1,15012,P05,1.35,NC,2.25,Hi,Hi dox,1.03,1.07,1.14,1.09,1.11,1.46,
8360,152301379,,Inactive,,,,M-042031-00,70382,Kctd2,15040,F21,0.34,NC,-0.34,NC,NC both,0.97,0.99,0.91,0.92,0.94,-0.45,
8361,152301382,,Inactive,,,,M-052527-00,239133,Dleu7,15033,A05,-0.51,NC,-0.67,NC,NC both,0.92,0.94,0.88,0.86,0.96,-0.22,
8362,152301388,,Active,,,,M-051591-00,12684,Cideb,15008,M06,-0.51,NC,-2.14,LC,LC dox,0.92,0.97,0.75,0.76,0.82,-1.8,
8363,152301403,,Inactive,,,,M-043008-00,12266,C3,15003,I14,-0.17,NC,-0.67,NC,NC both,0.94,0.96,0.88,0.9,0.94,-0.45,
8364,152301404,,Inactive,,,,M-058616-00,12269,C4bp,15033,L12,0.17,NC,-0.45,NC,NC both,0.96,0.98,0.9,0.88,0.94,-0.45,
8365,152301407,,Inactive,,,,M-065016-00,13505,Dsc1,15009,F21,1.52,NC,1.46,NC,NC both,1.04,1.06,1.07,1.02,1.03,0.56,
8366,152301430,,Inactive,,,,M-046632-00,56808,Cacna2d2,15034,M11,1.18,NC,-0.56,NC,NC both,1.02,1.02,0.89,0.87,0.87,-1.24,
8367,152301436,,Inactive,,,,M-056330-00,72287,Plekhf1,15047,I05,-0.34,NC,-0.22,NC,NC both,0.93,0.92,0.92,0.85,0.99,0.11,
8368,152301441,,Inactive,,,,M-061838-00,258334,Olfr1396,15044,E18,-0.67,NC,-0.22,NC,NC both,0.91,0.95,0.92,0.94,1.01,0.34,
8369,152301449,,Inactive,,,,M-063031-00,100129,Gpr153,15022,C20,-0.34,NC,-0.56,NC,NC both,0.93,0.9,0.89,0.83,0.96,-0.22,
8370,152301451,,Inactive,,,,M-065447-00,406186,Olfr142,15044,I04,-0.84,NC,-1.12,NC,NC both,0.9,0.94,0.84,0.86,0.93,-0.56,
8371,152301452,,Inactive,,,,M-054158-00,216459,Myl6b,15032,P06,2.19,Hi,1.01,NC,Hi control,1.08,1.1,1.03,1,0.95,-0.34,
8372,152301459,,Inactive,,,,M-055367-00,67210,Gatad1,15043,M20,-1.52,NC,-1.12,NC,NC both,0.86,0.84,0.84,0.78,0.98,0,
8373,152301467,,Inactive,,,,M-050365-00,73316,Calr3,15034,A18,-0.34,NC,0.45,NC,NC both,0.93,0.93,0.98,0.95,1.05,0.79,
8374,152301475,,Inactive,,,,M-051753-00,20861,Stfa1,15050,P19,2.36,Hi,2.47,Hi,Hi both,1.09,1.12,1.16,1.1,1.06,0.9,
8375,152301477,,Inactive,,,,M-064487-00,21386,Tbx3,15019,L07,-0.17,NC,0,NC,NC both,0.94,0.97,0.94,0.95,1,0.22,
8376,152301481,,Inactive,,,,M-065389-00,207615,Wdr37,15053,C19,0.17,NC,-0.67,NC,NC both,0.96,0.97,0.88,0.84,0.92,-0.67,
8377,152301484,,Inactive,,,,M-050576-00,13117,Cyp4a10,15035,J03,0.17,NC,0.22,NC,NC both,0.96,0.97,0.96,0.92,1,0.22,
8378,152301486,,Inactive,,,,M-052798-00,18633,Pex16,15015,N13,0.17,NC,0.45,NC,NC both,0.96,0.97,0.98,1.02,1.02,0.45,
8379,152301500,,Inactive,,,,M-051210-00,13641,Efnb1,15010,H15,-0.34,NC,-1.12,NC,NC both,0.93,0.92,0.84,0.84,0.9,-0.9,
8380,152301502,,Inactive,,,,M-045036-00,20356,Sema5a,15049,E15,0,NC,-0.22,NC,NC both,0.95,0.97,0.92,0.87,0.97,-0.11,
8381,152301511,,Inactive,,,,M-051845-00,75453,1700008F21Rik,15022,E21,0.84,NC,-0.22,NC,NC both,1,0.96,0.92,0.86,0.92,-0.67,
8382,152301514,,Inactive,,,,M-065543-00,208104,Mlxip,15006,P06,1.69,NC,2.59,Hi,Hi dox,1.05,1.04,1.17,1.1,1.11,1.46,
8383,152301534,,Inactive,,,,M-058761-00,17155,Man1a,15041,F21,0,NC,-0.22,NC,NC both,0.95,0.95,0.92,0.86,0.97,-0.11,
8384,152301545,,Inactive,,,,M-054813-00,218275,BC051665,15007,I07,-2.53,LC,-0.9,NC,LC control,0.8,0.82,0.86,0.81,1.07,1.01,
8385,152301549,,Inactive,,,,M-063721-00,69179,Tmem110,15023,I14,-0.84,NC,-0.22,NC,NC both,0.9,0.9,0.92,0.87,1.02,0.45,
8386,152301551,,Inactive,,,,M-042905-00,57266,Cxcl14,15009,I21,0.51,NC,0.45,NC,NC both,0.98,1,0.98,0.94,1,0.22,
8387,152301565,,Inactive,,,,M-064160-00,381886,Mrgpra6,15042,K11,0,NC,0,NC,NC both,0.95,0.9,0.94,0.91,0.99,0.11,
8388,152301566,,Inactive,,,,M-041618-00,20363,Sepp1,15049,I03,-0.17,NC,-1.35,NC,NC both,0.94,0.96,0.82,0.78,0.87,-1.24,
8389,152301570,,Inactive,,,,M-064265-00,78826,P2ry10,15004,M16,1.69,NC,1.46,NC,NC both,1.05,1.08,1.07,1.04,1.02,0.45,
8390,152301581,,Inactive,,,,M-058518-00,56807,Scamp5,15048,H16,-0.51,NC,-0.45,NC,NC both,0.92,0.94,0.9,0.84,0.98,0,
8391,152301583,,Inactive,,,,M-041186-00,19244,Ptp4a2,15016,B03,1.52,NC,1.57,NC,NC both,1.04,1.06,1.08,1.06,1.04,0.67,
8392,152301585,,Inactive,,,,M-040204-00,16403,Itga6,15013,E19,-0.84,NC,-0.56,NC,NC both,0.9,0.91,0.89,0.92,0.99,0.11,
8393,152301586,,Inactive,,,,M-043009-00,66970,Ssbp2,15050,J13,-0.51,NC,-0.67,NC,NC both,0.92,0.94,0.88,0.84,0.96,-0.22,
8394,152301588,,Inactive,,,,M-043671-00,51798,Ech1,15009,D14,-2.53,LC,-1.57,NC,LC control,0.8,0.83,0.8,0.77,1,0.22,
8395,152301600,,Inactive,,,,M-054036-00,218763,Lrrc3b,15032,B09,-0.84,NC,0.34,NC,NC both,0.9,0.92,0.97,0.93,1.08,1.12,
8396,152301605,,Inactive,,,,M-043702-00,15979,Ifngr1,15012,J05,0.51,NC,-0.45,NC,NC both,0.98,1.02,0.9,0.86,0.92,-0.67,
8397,152301606,,Inactive,,,,M-042994-00,51788,H2afz,15011,P19,1.52,NC,2.36,Hi,Hi dox,1.04,1.1,1.15,1.15,1.11,1.46,
8398,152301609,,Inactive,,,,M-049150-00,18769,Pkig,15015,L14,0.51,NC,0.45,NC,NC both,0.98,0.98,0.98,1.04,1,0.22,
8399,152301614,,Active,,,,M-062052-00,215351,Senp6,15049,G13,0.17,NC,-2.47,LC,LC dox,0.96,0.98,0.72,0.68,0.75,-2.59,
8400,152301620,,Inactive,,,,M-059122-00,215690,Nav1,15042,D08,-0.84,NC,0,NC,NC both,0.9,0.87,0.94,0.91,1.04,0.67,
8401,152301625,,Active,,,,M-044995-00,71839,Osgin1,15022,K07,-1.85,NC,-2.36,LC,LC dox,0.84,0.81,0.73,0.68,0.87,-1.24,
8402,152301629,,Active,,,,M-049339-00,67719,2310057J18Rik,15023,H11,0.17,NC,-2.47,LC,LC dox,0.96,0.96,0.72,0.68,0.75,-2.59,
8403,152301636,,Inactive,,,,M-045195-00,76954,St5,15018,H09,0.17,NC,-0.11,NC,NC both,0.96,0.99,0.93,0.97,0.97,-0.11,
8404,152301641,,Inactive,,,,M-064758-00,107895,Mgat5,15041,F10,-2.36,LC,-0.9,NC,LC control,0.81,0.82,0.86,0.81,1.06,0.9,
8405,152301643,,Active,,,,M-045782-00,18350,Olfr50,15045,K13,-1.52,NC,-3.04,LC,LC dox,0.86,0.86,0.67,0.66,0.78,-2.25,
8406,152301644,,Inactive,,,,M-041149-00,236792,Mmgt1,15007,G13,-0.51,NC,-0.56,NC,NC both,0.92,0.93,0.89,0.85,0.97,-0.11,
8407,152301646,,Inactive,,,,M-053967-00,225030,Kcng3,15013,A10,0,NC,0.45,NC,NC both,0.95,0.96,0.98,1,1.03,0.56,
8408,152301653,,Inactive,,,,M-042502-00,56490,Zbtb20,15053,K22,0.67,NC,0.79,NC,NC both,0.99,1,1.01,0.98,1.02,0.45,
8409,152301654,,Inactive,,,,M-045088-00,13864,Nr2f6,15014,P20,1.69,NC,0.67,NC,NC both,1.05,1.06,1,0.96,0.95,-0.34,
8410,152301660,,Inactive,,,,M-048843-00,19035,Ppib,15047,I10,1.18,NC,-1.24,NC,NC both,1.02,1,0.83,0.77,0.81,-1.91,
8411,152301663,,Inactive,,,,M-057666-00,75985,Rab30,15017,F09,-1.52,NC,-0.67,NC,NC both,0.86,0.86,0.88,0.86,1.02,0.45,
8412,152301665,,Inactive,,,,M-061439-00,13628,Eef1a2,15010,F17,1.52,NC,-0.22,NC,NC both,1.04,1.03,0.92,0.92,0.88,-1.12,
8413,152301671,,Inactive,,,,M-059731-00,79233,Zfp319,15053,O14,1.35,NC,0.45,NC,NC both,1.03,1.04,0.98,0.96,0.95,-0.34,
8414,152301677,,Inactive,,,,M-063773-00,76829,Dok5,15009,B17,-1.18,NC,0.45,NC,NC both,0.88,0.92,0.98,0.93,1.11,1.46,
